CODCANDIDATO,serie,categoria,linguagens,matematica,ciencias_humanas,ciencias_natureza,concluiu_fundamental,concluiu_medio,concluiu_prova_unica
23708900,1.0,medio,False,False,False,False,False,False,False
23708903,1.0,medio,True,True,True,True,False,True,True
23708904,1.0,medio,True,True,True,True,False,True,True
23708913,1.0,medio,True,True,True,True,False,True,True
23708915,1.0,medio,False,False,False,False,False,False,False
23708918,1.0,medio,False,False,False,False,False,False,False
23708923,1.0,medio,True,True,True,True,False,True,True
23708924,1.0,medio,False,False,False,False,False,False,False
23708925,1.0,medio,False,False,False,False,False,False,False
23708926,1.0,medio,True,True,True,True,False,True,True
23708927,1.0,medio,True,True,True,True,False,True,True
23708931,1.0,medio,True,True,True,True,False,True,True
23708932,1.0,medio,True,True,True,True,False,True,True
23708933,1.0,medio,False,False,False,False,False,False,False
23708934,1.0,medio,True,True,True,True,False,True,True
23708935,1.0,medio,False,False,False,False,False,False,False
23708936,1.0,medio,False,False,False,False,False,False,False
23708938,1.0,medio,True,True,True,True,False,True,True
23708941,1.0,medio,True,True,True,True,False,True,True
23708945,1.0,medio,False,False,False,False,False,False,False
23708946,1.0,medio,True,True,True,True,False,True,True
23708949,1.0,medio,True,True,True,True,False,True,True
23708961,1.0,medio,True,True,True,True,False,True,True
23708963,1.0,medio,True,True,True,True,False,True,True
23708964,1.0,medio,True,True,True,True,False,True,True
23708965,1.0,medio,True,True,True,True,False,True,True
23708966,1.0,medio,False,False,False,False,False,False,False
23708970,1.0,medio,True,True,True,True,False,True,True
23708972,1.0,medio,False,False,False,False,False,False,False
23708973,1.0,medio,False,False,False,False,False,False,False
23708978,1.0,medio,True,True,True,True,False,True,True
23708996,1.0,medio,False,False,False,False,False,False,False
23708999,1.0,medio,False,False,False,False,False,False,False
23709005,1.0,medio,False,False,False,False,False,False,False
23709006,1.0,medio,True,True,True,True,False,True,True
23709012,1.0,medio,False,False,False,False,False,False,False
23709013,1.0,medio,False,False,False,False,False,False,False
23709016,1.0,medio,False,False,False,False,False,False,False
23709019,1.0,medio,False,False,False,False,False,False,False
23709020,1.0,medio,True,True,True,True,False,True,True
23709028,1.0,medio,True,True,True,True,False,True,True
23709030,1.0,medio,False,False,False,False,False,False,False
23709035,1.0,medio,True,True,True,True,False,True,True
23709037,1.0,medio,True,True,True,True,False,True,True
23709038,1.0,medio,False,False,False,False,False,False,False
23709043,1.0,medio,True,True,True,True,False,True,True
23709044,1.0,medio,False,False,False,False,False,False,False
23709048,1.0,medio,False,False,False,False,False,False,False
23709050,1.0,medio,True,True,True,True,False,True,True
23709054,1.0,medio,True,True,True,True,False,True,True
23709055,1.0,medio,False,False,False,False,False,False,False
23709056,1.0,medio,True,True,True,True,False,True,True
23709057,1.0,medio,True,True,True,True,False,True,True
23709060,1.0,medio,False,False,False,False,False,False,False
23709065,1.0,medio,True,True,True,True,False,True,True
23709066,1.0,medio,True,True,True,True,False,True,True
23709067,1.0,medio,False,False,False,False,False,False,False
23709068,1.0,medio,True,True,True,True,False,True,True
23709070,1.0,medio,False,False,False,False,False,False,False
23709075,1.0,medio,True,True,True,True,False,True,True
23709076,1.0,medio,True,True,True,True,False,True,True
23709078,1.0,medio,True,True,True,True,False,True,True
23709079,1.0,medio,True,True,True,True,False,True,True
23709082,1.0,medio,True,True,True,True,False,True,True
23709085,1.0,medio,True,True,True,True,False,True,True
23709086,1.0,medio,True,True,True,True,False,True,True
23709087,1.0,medio,True,True,True,True,False,True,True
23709088,1.0,medio,False,False,False,False,False,False,False
23709090,1.0,medio,False,False,False,False,False,False,False
23709094,1.0,medio,False,False,False,False,False,False,False
23709096,1.0,medio,False,False,False,False,False,False,False
23709097,1.0,medio,False,False,False,False,False,False,False
23709108,1.0,medio,True,True,True,True,False,True,True
23709109,1.0,medio,False,False,False,False,False,False,False
23709111,1.0,medio,True,True,True,True,False,True,True
23709115,,outro,False,False,False,True,False,False,False
23709116,1.0,medio,True,True,True,True,False,True,True
23709117,1.0,medio,False,False,False,False,False,False,False
23709121,1.0,medio,False,False,False,False,False,False,False
23709124,1.0,medio,True,True,True,True,False,True,True
23709125,1.0,medio,False,False,False,False,False,False,False
23709128,,outro,False,False,False,True,False,False,False
23709129,1.0,medio,False,False,False,False,False,False,False
23709130,1.0,medio,True,True,True,True,False,True,True
23709131,1.0,medio,True,True,True,True,False,True,True
23709136,1.0,medio,True,True,True,True,False,True,True
23709137,1.0,medio,False,False,False,False,False,False,False
23709138,1.0,medio,True,True,True,True,False,True,True
23709141,1.0,medio,False,False,False,False,False,False,False
23709149,1.0,medio,True,True,True,True,False,True,True
23709150,1.0,medio,True,True,True,True,False,True,True
23709152,1.0,medio,True,True,True,True,False,True,True
23709153,1.0,medio,True,True,True,True,False,True,True
23709155,1.0,medio,False,False,False,False,False,False,False
23709158,1.0,medio,False,False,False,False,False,False,False
23709159,1.0,medio,True,True,True,True,False,True,True
23709160,1.0,medio,True,True,True,True,False,True,True
23709163,1.0,medio,True,True,True,True,False,True,True
23709164,1.0,medio,True,True,True,True,False,True,True
23709167,1.0,medio,False,False,False,False,False,False,False
23709168,1.0,medio,True,True,True,True,False,True,True
23709172,1.0,medio,False,False,False,False,False,False,False
23709175,1.0,medio,True,True,True,True,False,True,True
23709177,1.0,medio,True,True,True,True,False,True,True
23709178,1.0,medio,True,True,True,True,False,True,True
23709182,1.0,medio,True,True,True,True,False,True,True
23709183,1.0,medio,True,True,True,True,False,True,True
23709185,1.0,medio,True,True,True,True,False,True,True
23709186,1.0,medio,True,True,True,True,False,True,True
23709191,,outro,False,False,False,True,False,False,False
23709194,1.0,medio,True,True,True,True,False,True,True
23709197,1.0,medio,True,True,True,True,False,True,True
23709199,1.0,medio,True,True,True,True,False,True,True
23709202,1.0,medio,True,True,True,True,False,True,True
23709203,1.0,medio,True,True,True,False,False,False,False
23709204,1.0,medio,False,False,False,False,False,False,False
23709206,1.0,medio,False,False,False,False,False,False,False
23709208,1.0,medio,False,False,False,False,False,False,False
23709209,1.0,medio,False,False,False,False,False,False,False
23709212,1.0,medio,True,True,True,True,False,True,True
23709215,1.0,medio,False,False,False,False,False,False,False
23709223,1.0,medio,True,True,True,True,False,True,True
23709224,1.0,medio,True,True,True,True,False,True,True
23709230,1.0,medio,False,False,False,False,False,False,False
23709231,1.0,medio,True,True,True,True,False,True,True
23709234,1.0,medio,False,False,False,False,False,False,False
23709235,1.0,medio,True,True,True,True,False,True,True
23709236,1.0,medio,False,False,False,False,False,False,False
23709243,1.0,medio,True,True,True,True,False,True,True
23709246,1.0,medio,False,False,False,False,False,False,False
23709247,1.0,medio,False,False,False,False,False,False,False
23709249,1.0,medio,True,True,True,True,False,True,True
23709259,1.0,medio,True,True,True,True,False,True,True
23709260,1.0,medio,True,True,True,True,False,True,True
23709261,1.0,medio,False,False,False,False,False,False,False
23709263,1.0,medio,False,False,False,False,False,False,False
23709266,1.0,medio,True,True,True,True,False,True,True
23709267,1.0,medio,True,True,True,True,False,True,True
23709274,1.0,medio,True,True,True,True,False,True,True
23709275,1.0,medio,False,False,False,False,False,False,False
23709277,1.0,medio,False,False,False,False,False,False,False
23709279,1.0,medio,True,True,True,True,False,True,True
23709280,1.0,medio,True,True,True,True,False,True,True
23709281,1.0,medio,True,True,True,True,False,True,True
23709282,1.0,medio,True,False,False,False,False,False,False
23709287,1.0,medio,True,True,True,True,False,True,True
23709290,1.0,medio,False,False,False,False,False,False,False
23709292,1.0,medio,True,True,True,True,False,True,True
23709295,1.0,medio,False,False,False,False,False,False,False
23709298,1.0,medio,False,False,False,False,False,False,False
23709299,1.0,medio,True,True,True,True,False,True,True
23709301,1.0,medio,False,False,False,False,False,False,False
23709306,1.0,medio,False,False,False,False,False,False,False
23709309,1.0,medio,False,False,False,False,False,False,False
23709310,1.0,medio,False,False,False,False,False,False,False
23709312,1.0,medio,True,True,True,True,False,True,True
23709314,9.0,fundamental,False,False,False,False,False,False,False
23709315,1.0,medio,True,True,True,True,False,True,True
23709318,1.0,medio,False,False,False,False,False,False,False
23709319,1.0,medio,False,False,False,False,False,False,False
23709321,1.0,medio,True,False,False,False,False,False,False
23709325,1.0,medio,True,True,True,True,False,True,True
23709326,1.0,medio,True,True,True,True,False,True,True
23709328,1.0,medio,True,True,True,True,False,True,True
23709331,1.0,medio,False,False,False,False,False,False,False
23709333,1.0,medio,True,True,False,False,False,False,False
23709338,1.0,medio,True,True,True,True,False,True,True
23709342,1.0,medio,False,False,False,False,False,False,False
23709343,1.0,medio,True,True,True,True,False,True,True
23709345,1.0,medio,True,True,True,True,False,True,True
23709350,1.0,medio,False,False,False,False,False,False,False
23709351,1.0,medio,False,False,False,False,False,False,False
23709352,1.0,medio,False,False,False,False,False,False,False
23709356,1.0,medio,True,True,True,True,False,True,True
23709357,1.0,medio,False,False,False,False,False,False,False
23709358,1.0,medio,False,False,False,False,False,False,False
23709361,1.0,medio,True,True,True,True,False,True,True
23709363,1.0,medio,True,True,True,True,False,True,True
23709365,1.0,medio,True,True,True,True,False,True,True
23709369,1.0,medio,True,True,True,True,False,True,True
23709370,1.0,medio,True,True,True,True,False,True,True
23709371,1.0,medio,True,True,True,True,False,True,True
23709374,1.0,medio,True,True,True,True,False,True,True
23709375,1.0,medio,False,False,False,False,False,False,False
23709382,1.0,medio,True,True,True,True,False,True,True
23786062,3.0,medio,True,True,True,True,False,True,True
23786064,3.0,medio,False,False,False,False,False,False,False
23786071,3.0,medio,True,True,True,True,False,True,True
23786072,3.0,medio,True,True,True,True,False,True,True
23786073,3.0,medio,True,True,True,True,False,True,True
24009951,2.0,medio,False,False,False,False,False,False,False
24021650,1.0,medio,True,True,True,True,False,True,True
24021653,2.0,medio,True,True,True,True,False,True,True
24021654,1.0,medio,True,True,True,True,False,True,True
24021656,1.0,medio,False,False,False,False,False,False,False
24021660,1.0,medio,False,False,False,False,False,False,False
24446804,1.0,medio,False,False,False,False,False,False,False
24446806,1.0,medio,True,True,True,True,False,True,True
24446808,1.0,medio,True,True,True,True,False,True,True
24446812,1.0,medio,True,True,True,True,False,True,True
24446817,1.0,medio,True,True,True,True,False,True,True
24446819,1.0,medio,True,True,True,True,False,True,True
24446823,1.0,medio,True,True,True,True,False,True,True
24446828,1.0,medio,True,True,True,True,False,True,True
24446835,1.0,medio,True,True,True,True,False,True,True
24446836,1.0,medio,True,True,True,True,False,True,True
24446839,1.0,medio,True,True,True,True,False,True,True
24446840,1.0,medio,True,True,True,True,False,True,True
24446841,1.0,medio,True,True,True,True,False,True,True
24446843,1.0,medio,True,True,True,True,False,True,True
24446847,1.0,medio,True,True,True,True,False,True,True
24446849,1.0,medio,True,True,True,True,False,True,True
24446850,1.0,medio,True,True,True,True,False,True,True
24446851,1.0,medio,True,True,False,False,False,False,False
24446854,1.0,medio,False,False,False,False,False,False,False
24446855,1.0,medio,True,True,True,True,False,True,True
24446856,1.0,medio,True,True,True,True,False,True,True
24446857,1.0,medio,True,True,True,True,False,True,True
24446858,1.0,medio,True,True,True,True,False,True,True
24446860,1.0,medio,False,False,False,False,False,False,False
24446862,1.0,medio,False,False,False,False,False,False,False
24446863,1.0,medio,True,True,True,True,False,True,True
24446867,1.0,medio,True,True,True,True,False,True,True
24446869,1.0,medio,True,True,True,True,False,True,True
24446870,1.0,medio,True,True,True,True,False,True,True
24446871,1.0,medio,False,False,False,False,False,False,False
24446874,1.0,medio,False,False,False,False,False,False,False
24446875,1.0,medio,False,False,False,False,False,False,False
24446876,1.0,medio,False,False,False,False,False,False,False
24446881,1.0,medio,True,True,True,True,False,True,True
24446884,1.0,medio,False,False,False,False,False,False,False
24446885,2.0,medio,True,True,True,True,False,True,True
24446887,1.0,medio,True,True,True,True,False,True,True
24446888,1.0,medio,True,True,True,True,False,True,True
24446889,1.0,medio,True,True,True,True,False,True,True
24446891,1.0,medio,False,False,False,False,False,False,False
24475589,9.0,fundamental,True,True,False,False,True,False,True
24475610,9.0,fundamental,False,False,False,False,False,False,False
24475613,2.0,medio,False,False,False,False,False,False,False
24475614,2.0,medio,False,False,False,False,False,False,False
24475617,9.0,fundamental,False,False,False,False,False,False,False
24475618,2.0,medio,False,False,False,False,False,False,False
24475619,2.0,medio,False,False,False,False,False,False,False
24475620,2.0,medio,False,False,False,False,False,False,False
24475621,2.0,medio,False,False,False,False,False,False,False
24475622,9.0,fundamental,False,False,False,False,False,False,False
24475623,9.0,fundamental,False,False,False,False,False,False,False
24475624,2.0,medio,False,False,False,False,False,False,False
24475625,2.0,medio,False,False,False,False,False,False,False
24475626,2.0,medio,False,False,False,False,False,False,False
24475627,9.0,fundamental,False,False,False,False,False,False,False
24475628,9.0,fundamental,False,False,False,False,False,False,False
24475629,2.0,medio,False,False,False,False,False,False,False
24475630,2.0,medio,False,False,False,False,False,False,False
24475631,2.0,medio,False,False,False,False,False,False,False
24475632,2.0,medio,False,False,False,False,False,False,False
24475633,2.0,medio,False,False,False,False,False,False,False
24475634,9.0,fundamental,False,False,False,False,False,False,False
24475635,9.0,fundamental,False,False,False,False,False,False,False
24475636,9.0,fundamental,False,False,False,False,False,False,False
24475637,2.0,medio,False,False,False,False,False,False,False
24475638,9.0,fundamental,False,False,False,False,False,False,False
24475639,9.0,fundamental,False,False,False,False,False,False,False
24475640,2.0,medio,False,False,False,False,False,False,False
24475642,9.0,fundamental,False,False,False,False,False,False,False
24475643,2.0,medio,False,False,False,False,False,False,False
24475644,2.0,medio,False,False,False,False,False,False,False
24475645,9.0,fundamental,False,False,False,False,False,False,False
24475646,9.0,fundamental,False,False,False,False,False,False,False
24475648,9.0,fundamental,False,False,False,False,False,False,False
24475649,2.0,medio,False,False,False,False,False,False,False
24475650,2.0,medio,False,False,False,False,False,False,False
24475651,9.0,fundamental,False,False,False,False,False,False,False
24475652,2.0,medio,False,False,False,False,False,False,False
24475653,9.0,fundamental,False,False,False,False,False,False,False
24475655,2.0,medio,False,False,False,False,False,False,False
24475656,2.0,medio,False,False,False,False,False,False,False
24475657,2.0,medio,False,False,False,False,False,False,False
24475658,9.0,fundamental,False,False,False,False,False,False,False
24475660,2.0,medio,False,False,False,False,False,False,False
24475661,2.0,medio,False,False,False,False,False,False,False
24475662,2.0,medio,False,False,False,False,False,False,False
24475663,2.0,medio,False,False,False,False,False,False,False
24475664,2.0,medio,False,False,False,False,False,False,False
24475665,2.0,medio,False,False,False,False,False,False,False
24475666,2.0,medio,False,False,False,False,False,False,False
24475667,2.0,medio,False,False,False,False,False,False,False
24475668,2.0,medio,False,False,False,False,False,False,False
24475669,2.0,medio,False,False,False,False,False,False,False
24475670,2.0,medio,False,False,False,False,False,False,False
24475672,2.0,medio,False,False,False,False,False,False,False
24475673,2.0,medio,False,False,False,False,False,False,False
24475674,9.0,fundamental,False,False,False,False,False,False,False
24475675,9.0,fundamental,False,False,False,False,False,False,False
24475676,9.0,fundamental,False,False,False,False,False,False,False
24475677,2.0,medio,False,False,False,False,False,False,False
24475678,2.0,medio,False,False,False,False,False,False,False
24475679,2.0,medio,False,False,False,False,False,False,False
24475680,9.0,fundamental,False,False,False,False,False,False,False
24475681,9.0,fundamental,False,False,False,False,False,False,False
24475682,2.0,medio,False,False,False,False,False,False,False
24475683,2.0,medio,False,False,False,False,False,False,False
24475684,2.0,medio,False,False,False,False,False,False,False
24475685,2.0,medio,False,False,False,False,False,False,False
24475686,2.0,medio,False,False,False,False,False,False,False
24475687,9.0,fundamental,False,False,False,False,False,False,False
24475688,2.0,medio,False,False,False,False,False,False,False
24475689,9.0,fundamental,False,False,False,False,False,False,False
24475690,2.0,medio,False,False,False,False,False,False,False
24475691,9.0,fundamental,False,False,False,False,False,False,False
24475692,9.0,fundamental,False,False,False,False,False,False,False
24475694,2.0,medio,False,False,False,False,False,False,False
24475695,9.0,fundamental,False,False,False,False,False,False,False
24475696,9.0,fundamental,False,False,False,False,False,False,False
24475697,2.0,medio,False,False,False,False,False,False,False
24475698,9.0,fundamental,False,False,False,False,False,False,False
24475699,9.0,fundamental,False,False,False,False,False,False,False
24475700,2.0,medio,False,False,False,False,False,False,False
24475701,2.0,medio,False,False,False,False,False,False,False
24475702,2.0,medio,False,False,False,False,False,False,False
24475703,2.0,medio,False,False,False,False,False,False,False
24475704,9.0,fundamental,False,False,False,False,False,False,False
24475705,9.0,fundamental,False,False,False,False,False,False,False
24475706,2.0,medio,False,False,False,False,False,False,False
24475707,9.0,fundamental,False,False,False,False,False,False,False
24475708,2.0,medio,False,False,False,False,False,False,False
24475709,2.0,medio,False,False,False,False,False,False,False
24475710,2.0,medio,False,False,False,False,False,False,False
24475711,2.0,medio,False,False,False,False,False,False,False
24475712,2.0,medio,False,False,False,False,False,False,False
24475713,2.0,medio,False,False,False,False,False,False,False
24475714,2.0,medio,False,False,False,False,False,False,False
24475715,2.0,medio,False,False,False,False,False,False,False
24475716,2.0,medio,False,False,False,False,False,False,False
24475717,2.0,medio,False,False,False,False,False,False,False
24475718,9.0,fundamental,False,False,False,False,False,False,False
24475719,2.0,medio,False,False,False,False,False,False,False
24475720,9.0,fundamental,False,False,False,False,False,False,False
24475721,9.0,fundamental,False,False,False,False,False,False,False
24475722,2.0,medio,False,False,False,False,False,False,False
24475723,2.0,medio,False,False,False,False,False,False,False
24475725,2.0,medio,False,False,False,False,False,False,False
24475726,2.0,medio,False,False,False,False,False,False,False
24475727,9.0,fundamental,False,False,False,False,False,False,False
24475728,9.0,fundamental,False,False,False,False,False,False,False
24475729,9.0,fundamental,False,False,False,False,False,False,False
24475730,9.0,fundamental,False,False,False,False,False,False,False
24475731,9.0,fundamental,False,False,False,False,False,False,False
24475732,2.0,medio,False,False,False,False,False,False,False
24475733,9.0,fundamental,False,False,False,False,False,False,False
24475735,2.0,medio,False,False,False,False,False,False,False
24475736,2.0,medio,False,False,False,False,False,False,False
24475737,2.0,medio,False,False,False,False,False,False,False
24475738,9.0,fundamental,False,False,False,False,False,False,False
24475739,2.0,medio,False,False,False,False,False,False,False
24475740,2.0,medio,False,False,False,False,False,False,False
24475741,9.0,fundamental,False,False,False,False,False,False,False
24475742,9.0,fundamental,False,False,False,False,False,False,False
24475743,2.0,medio,False,False,False,False,False,False,False
24475744,9.0,fundamental,False,False,False,False,False,False,False
24475745,9.0,fundamental,False,False,False,False,False,False,False
24481929,2.0,medio,False,False,False,False,False,False,False
24490572,9.0,fundamental,True,True,False,False,True,False,True
24490595,9.0,fundamental,True,True,False,False,True,False,True
24490615,9.0,fundamental,True,True,False,False,True,False,True
24490673,9.0,fundamental,False,False,False,False,False,False,False
24490746,9.0,fundamental,True,True,False,False,True,False,True
24551996,8.0,fundamental,True,True,False,False,True,False,True
24551998,8.0,fundamental,False,False,False,False,False,False,False
24552011,8.0,fundamental,True,True,False,False,True,False,True
24552042,8.0,fundamental,True,True,False,False,True,False,True
24552066,8.0,fundamental,True,True,False,False,True,False,True
24552068,8.0,fundamental,True,True,False,False,True,False,True
24552087,8.0,fundamental,True,True,False,False,True,False,True
24552090,8.0,fundamental,True,True,False,False,True,False,True
24552094,8.0,fundamental,False,False,False,False,False,False,False
24552103,1.0,medio,False,False,False,False,False,False,False
24552112,8.0,fundamental,True,True,False,False,True,False,True
24552122,8.0,fundamental,True,True,False,False,True,False,True
24552138,1.0,medio,False,False,False,False,False,False,False
24552155,8.0,fundamental,False,False,False,False,False,False,False
24552158,1.0,medio,True,True,True,True,False,True,True
24552180,8.0,fundamental,True,True,False,False,True,False,True
24552230,8.0,fundamental,True,True,False,False,True,False,True
24552249,8.0,fundamental,True,True,False,False,True,False,True
24552265,8.0,fundamental,True,True,False,False,True,False,True
24552269,8.0,fundamental,True,True,False,False,True,False,True
24552275,8.0,fundamental,False,False,False,False,False,False,False
24552276,8.0,fundamental,False,False,False,False,False,False,False
24552287,8.0,fundamental,True,True,False,False,True,False,True
24552300,8.0,fundamental,True,True,False,False,True,False,True
24552308,8.0,fundamental,True,True,False,False,True,False,True
24552323,8.0,fundamental,False,False,False,False,False,False,False
24552330,8.0,fundamental,True,True,False,False,True,False,True
24552333,8.0,fundamental,True,True,False,False,True,False,True
24552337,8.0,fundamental,True,True,False,False,True,False,True
24552338,8.0,fundamental,True,True,False,False,True,False,True
24552359,8.0,fundamental,False,False,False,False,False,False,False
24552362,8.0,fundamental,True,True,False,False,True,False,True
24552378,8.0,fundamental,False,False,False,False,False,False,False
24552438,8.0,fundamental,False,False,False,False,False,False,False
24552441,8.0,fundamental,True,True,False,False,True,False,True
24552443,8.0,fundamental,True,True,False,False,True,False,True
24552445,8.0,fundamental,True,True,False,False,True,False,True
24552448,8.0,fundamental,True,True,False,False,True,False,True
24552456,8.0,fundamental,True,True,False,False,True,False,True
24552461,8.0,fundamental,False,False,False,False,False,False,False
24552463,8.0,fundamental,False,False,False,False,False,False,False
24552465,8.0,fundamental,True,True,False,False,True,False,True
24552471,8.0,fundamental,True,True,False,False,True,False,True
24552476,8.0,fundamental,True,True,False,False,True,False,True
24552477,8.0,fundamental,True,True,False,False,True,False,True
24552481,1.0,medio,True,True,True,True,False,True,True
24552483,8.0,fundamental,True,True,False,False,True,False,True
24552486,8.0,fundamental,True,True,False,False,True,False,True
24552498,8.0,fundamental,True,True,False,False,True,False,True
24552515,1.0,medio,False,False,False,False,False,False,False
24552522,8.0,fundamental,True,True,False,False,True,False,True
24552528,8.0,fundamental,True,True,False,False,True,False,True
24552546,1.0,medio,False,False,False,False,False,False,False
24552547,8.0,fundamental,True,True,False,False,True,False,True
24552575,8.0,fundamental,True,True,False,False,True,False,True
24552577,8.0,fundamental,True,True,False,False,True,False,True
24552584,8.0,fundamental,True,False,False,False,False,False,False
24552599,8.0,fundamental,True,True,False,False,True,False,True
24552602,8.0,fundamental,False,False,False,False,False,False,False
24552605,8.0,fundamental,True,True,False,False,True,False,True
24552652,1.0,medio,True,True,True,True,False,True,True
24552656,8.0,fundamental,True,True,False,False,True,False,True
24552663,8.0,fundamental,True,True,False,False,True,False,True
24552665,8.0,fundamental,True,True,False,False,True,False,True
24552668,8.0,fundamental,True,True,False,False,True,False,True
24552678,8.0,fundamental,True,True,False,False,True,False,True
24552694,8.0,fundamental,True,True,False,False,True,False,True
24552696,8.0,fundamental,True,True,False,False,True,False,True
24552697,1.0,medio,False,False,False,False,False,False,False
24552701,8.0,fundamental,True,True,False,False,True,False,True
24552711,8.0,fundamental,True,True,False,False,True,False,True
24552738,8.0,fundamental,True,True,False,False,True,False,True
24552744,1.0,medio,False,False,False,False,False,False,False
24552759,8.0,fundamental,True,True,False,False,True,False,True
24552761,8.0,fundamental,True,True,False,False,True,False,True
24552763,1.0,medio,True,True,True,True,False,True,True
24552768,8.0,fundamental,True,True,False,False,True,False,True
24552775,1.0,medio,True,True,True,True,False,True,True
24552777,8.0,fundamental,True,True,False,False,True,False,True
24552780,8.0,fundamental,False,False,False,False,False,False,False
24552785,8.0,fundamental,True,True,False,False,True,False,True
24552792,8.0,fundamental,True,True,False,False,True,False,True
24552812,8.0,fundamental,True,True,False,False,True,False,True
24552816,8.0,fundamental,True,True,False,False,True,False,True
24552838,8.0,fundamental,True,False,False,False,False,False,False
24552850,8.0,fundamental,True,True,False,False,True,False,True
24552854,8.0,fundamental,True,True,False,False,True,False,True
24552855,8.0,fundamental,True,True,False,False,True,False,True
24552858,8.0,fundamental,False,False,False,False,False,False,False
24552862,8.0,fundamental,True,True,False,False,True,False,True
24552871,8.0,fundamental,True,True,False,False,True,False,True
24552872,1.0,medio,False,False,False,False,False,False,False
24552884,8.0,fundamental,True,True,False,False,True,False,True
24552897,8.0,fundamental,True,False,False,False,False,False,False
24552900,8.0,fundamental,True,True,False,False,True,False,True
24552906,8.0,fundamental,True,True,False,False,True,False,True
24552910,8.0,fundamental,True,True,False,False,True,False,True
24552923,8.0,fundamental,True,True,False,False,True,False,True
24552928,1.0,medio,False,False,False,False,False,False,False
24552933,8.0,fundamental,True,True,False,False,True,False,True
24552941,8.0,fundamental,True,True,False,False,True,False,True
24552943,8.0,fundamental,True,True,False,False,True,False,True
24552964,8.0,fundamental,True,True,False,False,True,False,True
24552973,8.0,fundamental,True,True,False,False,True,False,True
24552989,8.0,fundamental,True,True,False,False,True,False,True
24553014,8.0,fundamental,True,True,False,False,True,False,True
24553027,8.0,fundamental,True,True,False,False,True,False,True
24553031,8.0,fundamental,False,False,False,False,False,False,False
24553045,8.0,fundamental,True,True,False,False,True,False,True
24553062,8.0,fundamental,False,False,False,False,False,False,False
24553083,8.0,fundamental,True,True,False,False,True,False,True
24553093,8.0,fundamental,True,True,False,False,True,False,True
24553108,8.0,fundamental,False,False,False,False,False,False,False
24553110,8.0,fundamental,True,True,False,False,True,False,True
24553115,8.0,fundamental,True,True,False,False,True,False,True
24553121,8.0,fundamental,True,True,False,False,True,False,True
24553128,8.0,fundamental,True,True,False,False,True,False,True
24553129,8.0,fundamental,False,False,False,False,False,False,False
24553161,8.0,fundamental,True,True,False,False,True,False,True
24553178,8.0,fundamental,True,True,False,False,True,False,True
24553202,8.0,fundamental,True,True,False,False,True,False,True
24553205,8.0,fundamental,True,True,False,False,True,False,True
24553243,8.0,fundamental,True,True,False,False,True,False,True
24553251,8.0,fundamental,True,True,False,False,True,False,True
24553259,8.0,fundamental,True,True,False,False,True,False,True
24553271,8.0,fundamental,True,True,False,False,True,False,True
24553276,8.0,fundamental,True,True,False,False,True,False,True
24553295,8.0,fundamental,True,True,False,False,True,False,True
24553301,8.0,fundamental,True,True,False,False,True,False,True
24553306,8.0,fundamental,False,False,False,False,False,False,False
24553312,8.0,fundamental,True,True,False,False,True,False,True
24553319,8.0,fundamental,True,True,False,False,True,False,True
24553322,8.0,fundamental,True,True,False,False,True,False,True
24553336,8.0,fundamental,True,True,False,False,True,False,True
24553343,8.0,fundamental,True,True,False,False,True,False,True
24553347,8.0,fundamental,True,True,False,False,True,False,True
24553355,8.0,fundamental,True,True,False,False,True,False,True
24553356,8.0,fundamental,False,False,False,False,False,False,False
24553368,8.0,fundamental,True,True,False,False,True,False,True
24553375,8.0,fundamental,False,False,False,False,False,False,False
24553382,8.0,fundamental,True,True,False,False,True,False,True
24553394,1.0,medio,False,False,False,False,False,False,False
24553413,8.0,fundamental,True,True,False,False,True,False,True
24553415,8.0,fundamental,True,True,False,False,True,False,True
24553418,8.0,fundamental,True,False,False,False,False,False,False
24553437,8.0,fundamental,True,True,False,False,True,False,True
24553439,8.0,fundamental,False,False,False,False,False,False,False
24553473,8.0,fundamental,True,True,False,False,True,False,True
24553479,8.0,fundamental,True,True,False,False,True,False,True
24553485,8.0,fundamental,True,True,False,False,True,False,True
24553492,1.0,medio,False,False,False,False,False,False,False
24553535,8.0,fundamental,True,True,False,False,True,False,True
24553540,8.0,fundamental,True,True,False,False,True,False,True
24553562,8.0,fundamental,True,True,False,False,True,False,True
24553563,8.0,fundamental,True,True,False,False,True,False,True
24553572,8.0,fundamental,True,True,False,False,True,False,True
24553618,8.0,fundamental,True,False,False,False,False,False,False
24553636,8.0,fundamental,True,True,False,False,True,False,True
24553637,8.0,fundamental,True,True,False,False,True,False,True
24553641,8.0,fundamental,True,True,False,False,True,False,True
24553657,8.0,fundamental,True,True,False,False,True,False,True
24553667,8.0,fundamental,False,False,False,False,False,False,False
24553672,8.0,fundamental,True,True,False,False,True,False,True
24553675,8.0,fundamental,True,True,False,False,True,False,True
24553691,8.0,fundamental,False,False,False,False,False,False,False
24553714,8.0,fundamental,False,False,False,False,False,False,False
24553721,8.0,fundamental,True,True,False,False,True,False,True
24553732,8.0,fundamental,True,True,False,False,True,False,True
24553757,8.0,fundamental,True,True,False,False,True,False,True
24553759,8.0,fundamental,True,True,False,False,True,False,True
24553760,8.0,fundamental,True,True,False,False,True,False,True
24553775,8.0,fundamental,True,True,False,False,True,False,True
24553777,8.0,fundamental,False,False,False,False,False,False,False
